T,P,ρ(l),V,U,H,S,Cv,Cp,a,µJT,µ,k,σ,MW,R,T,P,ρ(g),V,U,H,S,Cv,Cp,gam,a,µJT,µ,k
°F,kPa,kg/m^3,m^3/kg,kj/kg,kJ/kg,J/g*K,J/g*K,J/g*K,m/s,K/Mpa,cP,W/m*K,N/m,44.013,188.9100947,°F,kPa,kg/m^3,m^3/kg,kj/kg,kJ/kg,J/g*K,J/g*K,J/g*K,,m/s,K/Mpa,cP,W/m*K
-21,1341.1,1035.6,0.0009656,104.3,105.6,0.48995,0.91221,1.9075,757.35,-0.03019,0.13207,0.13394,0.010988,,,-21,1341.1,34.676,0.028838,360.63,399.3,1.6951,0.76892,1.1893,1.546714873,220.18,19.59,0.012781,0.014126
-20,1365.3,1033.5,0.0009676,105.34,106.66,0.49421,0.91204,1.9114,753.75,-0.025849,0.13118,0.13331,0.010877,,,-20,1365.3,35.304,0.028325,360.73,399.4,1.6927,0.77082,1.1953,1.550686282,220.09,19.475,0.012821,0.014193
-19,1389.8,1031.3,0.00096961,106.37,107.72,0.49846,0.91188,1.9154,750.14,-0.021439,0.1303,0.13268,0.010765,,,-19,1389.8,35.942,0.027823,360.83,399.5,1.6903,0.77272,1.2014,1.554767574,220.01,19.362,0.012861,0.014261
-18,1414.6,1029.2,0.00097164,107.41,108.79,0.50271,0.91172,1.9195,746.53,-0.016958,0.12943,0.13205,0.010654,,,-18,1414.6,36.589,0.027331,360.93,399.59,1.6879,0.77463,1.2076,1.558937815,219.92,19.25,0.0129,0.014329
-17,1439.7,1027,0.00097369,108.45,109.86,0.50696,0.91157,1.9236,742.92,-0.012403,0.12857,0.13142,0.010543,,,-17,1439.7,37.245,0.026849,361.02,399.68,1.6855,0.77653,1.2139,1.563236449,219.83,19.139,0.012941,0.014399
-16,1465.2,1024.9,0.00097575,109.5,110.93,0.51121,0.91142,1.9278,739.3,-0.007775,0.12771,0.13079,0.010432,,,-16,1465.2,37.912,0.026377,361.12,399.76,1.683,0.77845,1.2203,1.567602287,219.74,19.029,0.012981,0.014468
-15,1491,1022.7,0.00097783,110.54,112,0.51545,0.91128,1.9321,735.68,-0.0030707,0.12685,0.13016,0.010322,,,-15,1491,38.588,0.025915,361.21,399.85,1.6806,0.78036,1.2268,1.572094931,219.64,18.92,0.013021,0.014539
-14,1517.1,1020.5,0.00097993,111.59,113.07,0.51969,0.91114,1.9365,732.05,0.0017112,0.126,0.12954,0.010211,,,-14,1517.1,39.275,0.025462,361.29,399.92,1.6782,0.78228,1.2333,1.576545482,219.54,18.813,0.013062,0.01461
-13,1543.6,1018.3,0.00098204,112.63,114.15,0.52393,0.91101,1.9409,728.43,0.0065723,0.12516,0.12891,0.010101,,,-13,1543.6,39.971,0.025018,361.38,400,1.6758,0.7842,1.24,1.581229278,219.44,18.707,0.013103,0.014682
-12,1570.4,1016.1,0.00098418,113.68,115.23,0.52817,0.91088,1.9454,724.79,0.011515,0.12433,0.12828,0.0099912,,,-12,1570.4,40.678,0.024583,361.46,400.06,1.6734,0.78613,1.2468,1.585997227,219.33,18.602,0.013144,0.014754
-11,1597.5,1013.9,0.00098633,114.73,116.31,0.53241,0.91075,1.95,721.16,0.01654,0.1235,0.12766,0.0098814,,,-11,1597.5,41.396,0.024157,361.54,400.13,1.671,0.78807,1.2536,1.590721636,219.22,18.497,0.013185,0.014828
-10,1625,1011.6,0.0009885,115.79,117.39,0.53664,0.91064,1.9547,717.52,0.02165,0.12267,0.12703,0.0097718,,,-10,1625,42.124,0.023739,361.62,400.19,1.6687,0.79,1.2606,1.595696203,219.1,18.394,0.013227,0.014902
-9,1652.8,1009.4,0.00099069,116.84,118.48,0.54087,0.91052,1.9595,713.87,0.026847,0.12186,0.12641,0.0096624,,,-9,1652.8,42.863,0.02333,361.69,400.25,1.6663,0.79195,1.2677,1.600732369,218.99,18.293,0.013268,0.014976
-8,1681,1007.2,0.0009929,117.9,119.57,0.5451,0.91041,1.9643,710.22,0.032132,0.12104,0.12578,0.0095533,,,-8,1681,43.613,0.022929,361.76,400.3,1.6639,0.79389,1.2749,1.605889985,218.87,18.192,0.01331,0.015052
-7,1709.5,1004.9,0.00099512,118.96,120.66,0.54933,0.91031,1.9693,706.57,0.037508,0.12023,0.12516,0.0094443,,,-7,1709.5,44.375,0.022535,361.83,400.35,1.6615,0.79584,1.2822,1.611127865,218.74,18.092,0.013353,0.015128
-6,1738.3,1002.6,0.00099737,120.02,121.75,0.55356,0.91021,1.9743,702.91,0.042978,0.11943,0.12454,0.0093356,,,-6,1738.3,45.147,0.02215,361.89,400.4,1.6591,0.7978,1.2896,1.616445224,218.62,17.993,0.013395,0.015205
-5,1767.5,1000.4,0.00099964,121.08,122.85,0.55779,0.91011,1.9794,699.24,0.048543,0.11864,0.12391,0.0092271,,,-5,1767.5,45.931,0.021772,361.95,400.44,1.6567,0.79976,1.2972,1.621986596,218.48,17.895,0.013437,0.015283
-4,1797.1,998.07,0.0010019,122.15,123.95,0.56201,0.91002,1.9847,695.57,0.054205,0.11784,0.12329,0.0091187,,,-4,1797.1,46.727,0.021401,362.01,400.47,1.6544,0.80173,1.3049,1.627605304,218.35,17.798,0.01348,0.015362
-3,1827,995.78,0.0010042,123.21,125.05,0.56624,0.90994,1.99,691.9,0.059967,0.11706,0.12267,0.0090107,,,-3,1827,47.535,0.021037,362.07,400.5,1.652,0.8037,1.3127,1.633320891,218.21,17.703,0.013523,0.015442
-2,1857.3,993.47,0.0010066,124.28,126.15,0.57046,0.90986,1.9954,688.22,0.065831,0.11628,0.12205,0.0089028,,,-2,1857.3,48.355,0.02068,362.12,400.53,1.6496,0.80568,1.3206,1.639112303,218.07,17.608,0.013567,0.015523
-1,1888,991.15,0.0010089,125.35,127.26,0.57468,0.90979,2.001,684.54,0.071801,0.1155,0.12143,0.0087951,,,-1,1888,49.187,0.020331,362.17,400.55,1.6472,0.80767,1.3287,1.645102579,217.93,17.514,0.01361,0.015604
0,1919,988.82,0.0010113,126.42,128.36,0.57891,0.90972,2.0066,680.85,0.077878,0.11473,0.12081,0.0086877,,,0,1919,50.031,0.019987,362.22,400.57,1.6448,0.80966,1.337,1.651310427,217.78,17.421,0.013654,0.015687
1,1950.4,986.48,0.0010137,127.5,129.48,0.58313,0.90966,2.0124,677.15,0.084065,0.11396,0.12019,0.0085805,,,1,1950.4,50.889,0.019651,362.26,400.59,1.6425,0.81165,1.3453,1.657487833,217.63,17.328,0.013698,0.01577
2,1982.2,984.13,0.0010161,128.58,130.59,0.58735,0.9096,2.0183,673.45,0.090365,0.1132,0.11957,0.0084735,,,2,1982.2,51.759,0.01932,362.3,400.6,1.6401,0.81366,1.3539,1.663962835,217.47,17.237,0.013743,0.015854
3,2014.3,981.76,0.0010186,129.65,131.71,0.59157,0.90955,2.0243,669.74,0.096781,0.11244,0.11896,0.0083668,,,3,2014.3,52.642,0.018996,362.34,400.6,1.6377,0.81567,1.3626,1.670528523,217.31,17.147,0.013787,0.01594
4,2046.8,979.39,0.001021,130.74,132.83,0.5958,0.90951,2.0304,666.02,0.10332,0.11168,0.11834,0.0082602,,,4,2046.8,53.538,0.018678,362.37,400.6,1.6353,0.81768,1.3714,1.677184229,217.15,17.057,0.013832,0.016026
5,2079.7,977,0.0010235,131.82,133.95,0.60002,0.90947,2.0367,662.3,0.10997,0.11093,0.11772,0.0081539,,,5,2079.7,54.448,0.018366,362.4,400.59,1.6329,0.81971,1.3804,1.684010199,216.99,16.969,0.013877,0.016114
6,2113,974.6,0.0010261,132.91,135.07,0.60424,0.90944,2.043,658.58,0.11676,0.11019,0.11711,0.0080479,,,6,2113,55.372,0.01806,362.42,400.58,1.6305,0.82174,1.3896,1.69104583,216.82,16.881,0.013923,0.016203
7,2146.7,972.19,0.0010286,133.99,136.2,0.60847,0.90941,2.0496,654.84,0.12367,0.10945,0.11649,0.0079421,,,7,2146.7,56.31,0.017759,362.44,400.57,1.6281,0.82378,1.399,1.698268955,216.64,16.794,0.013968,0.016293
8,2180.7,969.76,0.0010312,135.09,137.33,0.61269,0.90939,2.0562,651.1,0.13071,0.10871,0.11588,0.0078365,,,8,2180.7,57.262,0.017464,362.46,400.55,1.6258,0.82582,1.4086,1.705698578,216.47,16.708,0.014014,0.016384
9,2215.2,967.33,0.0010338,136.18,138.47,0.61692,0.90937,2.063,647.35,0.13789,0.10797,0.11526,0.0077311,,,9,2215.2,58.229,0.017174,362.48,400.52,1.6234,0.82788,1.4183,1.713170991,216.29,16.622,0.014061,0.016476
10,2250,964.87,0.0010364,137.28,139.61,0.62114,0.90937,2.0699,643.59,0.14521,0.10724,0.11465,0.007626,,,10,2250,59.21,0.016889,362.49,400.49,1.621,0.82994,1.4283,1.720967781,216.1,16.538,0.014108,0.016569
11,2285.2,962.41,0.0010391,138.37,140.75,0.62537,0.90936,2.077,639.83,0.15267,0.10652,0.11404,0.0075212,,,11,2285.2,60.206,0.01661,362.49,400.45,1.6186,0.83201,1.4384,1.728825375,215.92,16.454,0.014155,0.016664
12,2320.9,959.93,0.0010417,139.47,141.89,0.6296,0.90937,2.0843,636.06,0.16028,0.10579,0.11342,0.0074166,,,12,2320.9,61.218,0.016335,362.5,400.41,1.6162,0.83409,1.4488,1.73698282,215.73,16.371,0.014202,0.01676
13,2356.9,957.44,0.0010445,140.58,143.04,0.63383,0.90938,2.0917,632.28,0.16804,0.10507,0.11281,0.0073122,,,13,2356.9,62.245,0.016065,362.5,400.36,1.6138,0.83617,1.4594,1.745338866,215.53,16.288,0.01425,0.016857
14,2393.4,954.93,0.0010472,141.68,144.19,0.63807,0.9094,2.0993,628.49,0.17596,0.10436,0.1122,0.0072081,,,14,2393.4,63.288,0.015801,362.49,400.31,1.6113,0.83827,1.4702,1.753850191,215.33,16.207,0.014298,0.016956
15,2430.2,952.41,0.00105,142.79,145.35,0.6423,0.90943,2.107,624.69,0.18404,0.10365,0.11159,0.0071043,,,15,2430.2,64.348,0.015541,362.48,400.25,1.6089,0.84038,1.4812,1.762535996,215.13,16.126,0.014346,0.017056
16,2467.5,949.88,0.0010528,143.91,146.5,0.64654,0.90946,2.115,620.88,0.19228,0.10294,0.11098,0.0070007,,,16,2467.5,65.423,0.015285,362.47,400.18,1.6065,0.8425,1.4925,1.771513353,214.92,16.045,0.014395,0.017158
17,2505.2,947.33,0.0010556,145.02,147.66,0.65078,0.9095,2.1231,617.07,0.2007,0.10223,0.11037,0.0068974,,,17,2505.2,66.516,0.015034,362.45,400.11,1.6041,0.84462,1.5041,1.780800834,214.71,15.966,0.014444,0.017261
18,2543.3,944.76,0.0010585,146.14,148.83,0.65503,0.90955,2.1314,613.24,0.20929,0.10153,0.10977,0.0067943,,,18,2543.3,67.626,0.014787,362.43,400.03,1.6016,0.84676,1.5159,1.790235722,214.5,15.887,0.014494,0.017366
19,2581.8,942.18,0.0010614,147.26,150,0.65927,0.90961,2.1399,609.41,0.21806,0.10083,0.10916,0.0066915,,,19,2581.8,68.753,0.014545,362.4,399.95,1.5992,0.84891,1.528,1.799955237,214.28,15.808,0.014544,0.017473
20,2620.7,939.59,0.0010643,148.38,151.17,0.66352,0.90967,2.1487,605.56,0.22701,0.10013,0.10855,0.0065889,,,20,2620.7,69.898,0.014307,362.37,399.86,1.5967,0.85107,1.5404,1.809956878,214.06,15.73,0.014594,0.017581
21,2660.1,936.98,0.0010673,149.51,152.35,0.66777,0.90975,2.1576,601.71,0.23616,0.099437,0.10795,0.0064867,,,21,2660.1,71.061,0.014072,362.33,399.77,1.5943,0.85324,1.5531,1.820238151,213.83,15.653,0.014645,0.017691
22,2699.9,934.35,0.0010703,150.64,153.53,0.67203,0.90983,2.1668,597.84,0.24551,0.098746,0.10734,0.0063847,,,22,2699.9,72.243,0.013842,362.29,399.66,1.5918,0.85542,1.5661,1.830796568,213.6,15.577,0.014696,0.017802
23,2740.1,931.7,0.0010733,151.77,154.71,0.67629,0.90992,2.1761,593.97,0.25506,0.098057,0.10674,0.0062829,,,23,2740.1,73.443,0.013616,362.24,399.55,1.5894,0.85761,1.5794,1.841629645,213.37,15.501,0.014748,0.017916
24,2780.8,929.04,0.0010764,152.91,155.9,0.68056,0.91002,2.1858,590.08,0.26482,0.097371,0.10613,0.0061815,,,24,2780.8,74.663,0.013393,362.19,399.44,1.5869,0.85982,1.593,1.852713359,213.13,15.425,0.0148,0.018031
25,2821.9,926.36,0.0010795,154.05,157.09,0.68483,0.91013,2.1957,586.18,0.27481,0.096687,0.10553,0.0060803,,,25,2821.9,75.903,0.013175,362.14,399.31,1.5844,0.86204,1.607,1.864182637,212.89,15.35,0.014852,0.018149
26,2863.4,923.66,0.0010827,155.19,158.29,0.6891,0.91024,2.2058,582.27,0.28501,0.096006,0.10493,0.0059794,,,26,2863.4,77.163,0.01296,362.08,399.18,1.5819,0.86427,1.6213,1.875918405,212.65,15.276,0.014905,0.018268
27,2905.4,920.94,0.0010858,156.34,159.49,0.69338,0.91037,2.2162,578.34,0.29545,0.095327,0.10433,0.0058789,,,27,2905.4,78.443,0.012748,362.01,399.05,1.5794,0.86652,1.6361,1.888127222,212.4,15.202,0.014959,0.01839
28,2947.8,918.21,0.0010891,157.49,160.7,0.69767,0.91051,2.2269,574.4,0.30613,0.09465,0.10373,0.0057786,,,28,2947.8,79.744,0.01254,361.94,398.9,1.5769,0.86878,1.6512,1.900596238,212.14,15.128,0.015013,0.018513
29,2990.7,915.45,0.0010924,158.64,161.91,0.70196,0.91066,2.2379,570.45,0.31706,0.093976,0.10313,0.0056785,,,29,2990.7,81.067,0.012335,361.86,398.75,1.5744,0.87105,1.6667,1.913437805,211.88,15.055,0.015067,0.018639
30,3034,912.68,0.0010957,159.8,163.12,0.70625,0.91082,2.2492,566.49,0.32824,0.093303,0.10253,0.0055788,,,30,3034,82.413,0.012134,361.78,398.59,1.5718,0.87334,1.6827,1.926741017,211.62,14.983,0.015122,0.018768
31,3077.8,909.88,0.001099,160.96,164.34,0.71056,0.91099,2.2608,562.51,0.3397,0.092633,0.10193,0.0054794,,,31,3077.8,83.78,0.011936,361.69,398.42,1.5693,0.87565,1.6991,1.940387141,211.36,14.911,0.015178,0.018899
32,3122.1,907.07,0.0011025,162.13,165.57,0.71487,0.91117,2.2727,558.52,0.35143,0.091964,0.10133,0.0053803,,,32,3122.1,85.171,0.011741,361.59,398.25,1.5667,0.87797,1.716,1.954508696,211.08,14.839,0.015234,0.019032
33,3166.8,904.23,0.0011059,163.3,166.8,0.71918,0.91136,2.285,554.51,0.36344,0.091297,0.10073,0.0052815,,,33,3166.8,86.585,0.011549,361.49,398.06,1.5641,0.88031,1.7334,1.969079074,210.81,14.768,0.015291,0.019168
34,3212,901.37,0.0011094,164.47,168.03,0.72351,0.91157,2.2977,550.49,0.37576,0.090632,0.10014,0.005183,,,34,3212,88.023,0.011361,361.38,397.87,1.5615,0.88266,1.7513,1.984116194,210.53,14.697,0.015349,0.019307
35,3257.6,898.49,0.001113,165.65,169.27,0.72784,0.91178,2.3107,546.45,0.38838,0.089968,0.099543,0.0050849,,,35,3257.6,89.487,0.011175,361.27,397.67,1.5589,0.88504,1.7697,1.999570641,210.25,14.626,0.015407,0.019448
36,3303.8,895.59,0.0011166,166.83,170.52,0.73218,0.91202,2.3242,542.39,0.40132,0.089306,0.098948,0.004987,,,36,3303.8,90.975,0.010992,361.15,397.46,1.5563,0.88743,1.7887,2.015595596,209.96,14.556,0.015465,0.019593
37,3350.4,892.66,0.0011202,168.02,171.77,0.73652,0.91226,2.338,538.32,0.41459,0.088645,0.098355,0.0048895,,,37,3350.4,92.49,0.010812,361.02,397.25,1.5537,0.88984,1.8083,2.032163085,209.67,14.486,0.015525,0.019741
38,3397.4,889.71,0.001124,169.21,173.03,0.74088,0.91252,2.3523,534.23,0.4282,0.087985,0.097762,0.0047923,,,38,3397.4,94.032,0.010635,360.89,397.02,1.551,0.89227,1.8286,2.049379672,209.37,14.416,0.015585,0.019892
39,3445,886.74,0.0011277,170.4,174.29,0.74525,0.91279,2.3671,530.13,0.44218,0.087327,0.097171,0.0046954,,,39,3445,95.601,0.01046,360.75,396.78,1.5484,0.89472,1.8494,2.067015379,209.07,14.347,0.015646,0.020046
40,3493.1,883.74,0.0011316,171.6,175.56,0.74963,0.91308,2.3823,526,0.45652,0.08667,0.09658,0.0045989,,,40,3493.1,97.198,0.010288,360.6,396.54,1.5457,0.8972,1.871,2.085376728,208.76,14.278,0.015707,0.020204
41,3541.6,880.71,0.0011354,172.81,176.83,0.75401,0.91339,2.398,521.85,0.47126,0.086013,0.09599,0.0045027,,,41,3541.6,98.824,0.010119,360.44,396.28,1.543,0.89969,1.8933,2.104391513,208.45,14.209,0.015769,0.020365
42,3590.6,877.66,0.0011394,174.02,178.11,0.75841,0.91371,2.4143,517.69,0.4864,0.085358,0.095401,0.0044069,,,42,3590.6,100.48,0.0099523,360.28,396.01,1.5403,0.90221,1.9164,2.124117445,208.14,14.14,0.015832,0.02053
43,3640.2,874.58,0.0011434,175.23,179.4,0.76282,0.91405,2.4312,513.5,0.50196,0.084703,0.094813,0.0043114,,,43,3640.2,102.17,0.009788,360.11,395.74,1.5375,0.90475,1.9403,2.144570323,207.82,14.072,0.015896,0.020699
44,3690.2,871.47,0.0011475,176.45,180.69,0.76724,0.9144,2.4486,509.29,0.51795,0.084049,0.094226,0.0042163,,,44,3690.2,103.88,0.0096261,359.93,395.45,1.5348,0.90731,1.9651,2.165852906,207.5,14.003,0.015961,0.020873
45,3740.8,868.33,0.0011516,177.68,181.99,0.77167,0.91478,2.4667,505.06,0.53441,0.083395,0.09364,0.0041215,,,45,3740.8,105.63,0.0094666,359.74,395.15,1.532,0.9099,1.9907,2.187822838,207.17,13.935,0.016027,0.02105
46,3791.8,865.16,0.0011559,178.91,183.3,0.77612,0.91517,2.4854,500.81,0.55134,0.082742,0.093055,0.0040271,,,46,3791.8,107.42,0.0093094,359.55,394.85,1.5292,0.91252,2.0173,2.210691273,206.83,13.867,0.016093,0.021233
47,3843.4,861.96,0.0011601,180.15,184.61,0.78058,0.91559,2.5049,496.53,0.56877,0.082089,0.092471,0.0039331,,,47,3843.4,109.24,0.0091545,359.34,394.52,1.5263,0.91516,2.0449,2.234472661,206.49,13.798,0.016161,0.02142
48,3895.5,858.73,0.0011645,181.4,185.93,0.78506,0.91602,2.5251,492.23,0.58672,0.081437,0.091888,0.0038395,,,48,3895.5,111.09,0.0090017,359.13,394.19,1.5235,0.91783,2.0736,2.259241908,206.15,13.73,0.016229,0.021612
49,3948.1,855.47,0.001169,182.65,187.26,0.78955,0.91648,2.546,487.91,0.60521,0.080784,0.091307,0.0037462,,,49,3948.1,112.98,0.0088511,358.9,393.85,1.5206,0.92053,2.1035,2.285096629,205.8,13.662,0.016299,0.021809
50,4001.2,852.17,0.0011735,183.9,188.6,0.79405,0.91696,2.5678,483.56,0.62428,0.080131,0.090726,0.0036533,,,50,4001.2,114.91,0.0087026,358.67,393.49,1.5177,0.92326,2.1346,2.312024782,205.45,13.594,0.01637,0.022012
51,4054.9,848.83,0.0011781,185.17,189.94,0.79858,0.91747,2.5905,479.18,0.64394,0.079478,0.090146,0.0035609,,,51,4054.9,116.87,0.0085562,358.43,393.12,1.5147,0.92603,2.1669,2.339988985,205.09,13.526,0.016441,0.022221
52,4109,845.46,0.0011828,186.44,191.3,0.80312,0.918,2.6142,474.77,0.66424,0.078825,0.089568,0.0034688,,,52,4109,118.88,0.0084117,358.17,392.74,1.5118,0.92882,2.2007,2.369350359,204.73,13.457,0.016514,0.022436
53,4163.8,842.05,0.0011876,187.71,192.66,0.80768,0.91856,2.6388,470.33,0.68519,0.078171,0.088991,0.0033772,,,53,4163.8,120.93,0.0082691,357.91,392.34,1.5088,0.93165,2.2359,2.399935598,204.36,13.389,0.016588,0.022658
54,4219.1,838.6,0.0011925,189,194.03,0.81226,0.91914,2.6646,465.86,0.70683,0.077516,0.088415,0.0032859,,,54,4219.1,123.02,0.0081285,357.63,391.93,1.5057,0.93452,2.2727,2.431943672,203.99,13.32,0.016664,0.022886
55,4274.9,835.11,0.0011974,190.29,195.41,0.81685,0.91976,2.6915,461.37,0.7292,0.076861,0.08784,0.0031951,,,55,4274.9,125.16,0.0079896,357.35,391.5,1.5027,0.93742,2.3111,2.465383713,203.61,13.251,0.01674,0.023121
56,4331.2,831.58,0.0012025,191.59,196.8,0.82148,0.9204,2.7196,456.84,0.75233,0.076204,0.087267,0.0031047,,,56,4331.2,127.35,0.0078526,357.05,391.06,1.4996,0.94036,2.3514,2.500531711,203.23,13.182,0.016818,0.023365
57,4388.2,828,0.0012077,192.9,198.2,0.82612,0.92108,2.7491,452.27,0.77627,0.075547,0.086695,0.0030148,,,57,4388.2,129.58,0.0077173,356.74,390.6,1.4964,0.94334,2.3937,2.537473233,202.84,13.112,0.016898,0.023616
58,4445.7,824.38,0.001213,194.22,199.61,0.83079,0.9218,2.78,447.67,0.80106,0.074887,0.086124,0.0029253,,,58,4445.7,131.86,0.0075837,356.41,390.13,1.4932,0.94636,2.438,2.576186652,202.44,13.042,0.016979,0.023876
59,4503.7,820.71,0.0012185,195.54,201.03,0.83548,0.92255,2.8124,443.03,0.82675,0.074227,0.085555,0.0028363,,,59,4503.7,134.2,0.0074517,356.08,389.64,1.49,0.94943,2.4845,2.616833258,202.04,12.972,0.017062,0.024145
60,4562.3,816.99,0.001224,196.88,202.46,0.8402,0.92334,2.8465,438.36,0.85338,0.073564,0.084988,0.0027478,,,60,4562.3,136.59,0.0073214,355.73,389.13,1.4868,0.95254,2.5335,2.659730825,201.64,12.901,0.017146,0.024423
61,4621.5,813.21,0.0012297,198.23,203.91,0.84494,0.92417,2.8824,433.64,0.88102,0.0729,0.084422,0.0026597,,,61,4621.5,139.03,0.0071925,355.36,388.6,1.4834,0.95571,2.5852,2.705004656,201.22,12.83,0.017232,0.024713
62,4681.3,809.39,0.0012355,199.58,205.37,0.84972,0.92504,2.9203,428.89,0.90972,0.072233,0.083858,0.0025722,,,62,4681.3,141.54,0.0070652,354.98,388.06,1.4801,0.95892,2.6397,2.752784382,200.81,12.758,0.01732,0.025013
63,4741.7,805.5,0.0012415,200.95,206.83,0.85452,0.92596,2.9602,424.09,0.93955,0.071564,0.083296,0.0024851,,,63,4741.7,144.11,0.0069393,354.58,387.49,1.4767,0.96218,2.6972,2.803217693,200.38,12.685,0.01741,0.025324
64,4802.6,801.55,0.0012476,202.33,208.32,0.85936,0.92693,3.0025,419.25,0.97058,0.070892,0.082737,0.0023985,,,64,4802.6,146.74,0.0068148,354.17,386.9,1.4732,0.9655,2.7582,2.856758156,199.96,12.612,0.017502,0.025649
65,4864.2,797.55,0.0012538,203.71,209.81,0.86424,0.92795,3.0472,414.36,1.0029,0.070217,0.082179,0.0023125,,,65,4864.2,149.44,0.0066916,353.74,386.29,1.4697,0.96888,2.8229,2.913570308,199.52,12.538,0.017596,0.025987
66,4926.4,793.47,0.0012603,205.12,211.33,0.86915,0.92902,3.0948,409.42,1.0365,0.069539,0.081624,0.002227,,,66,4926.4,152.21,0.0065698,353.29,385.66,1.4661,0.97232,2.8916,2.973918052,199.08,12.463,0.017693,0.026339
67,4989.1,789.32,0.0012669,206.53,212.85,0.8741,0.93016,3.1453,404.43,1.0716,0.068857,0.081072,0.0021421,,,67,4989.1,155.06,0.0064491,352.83,385,1.4625,0.97582,2.9648,3.038265254,198.63,12.386,0.017792,0.026708
68,5052.5,785.1,0.0012737,207.96,214.39,0.8791,0.93136,3.1992,399.39,1.1083,0.06817,0.080522,0.0020577,,,68,5052.5,157.99,0.0063297,352.34,384.32,1.4587,0.97939,3.0428,3.106831803,198.18,12.309,0.017893,0.027093
69,5116.5,780.81,0.0012807,209.4,215.96,0.88414,0.93262,3.2568,394.29,1.1466,0.06748,0.079976,0.0019739,,,69,5116.5,161,0.0062114,351.83,383.61,1.455,0.98304,3.1263,3.180236816,197.72,12.231,0.017997,0.027496
70,5181.1,776.43,0.001288,210.86,217.53,0.88922,0.93396,3.3184,389.13,1.1867,0.066785,0.079433,0.0018908,,,70,5181.1,164.09,0.0060941,351.3,382.87,1.4511,0.98676,3.2158,3.258948478,197.26,12.151,0.018105,0.027919
71,5246.4,771.96,0.0012954,212.33,219.13,0.89436,0.93538,3.3846,383.91,1.2287,0.066084,0.078895,0.0018082,,,71,5246.4,167.28,0.0059778,350.75,382.11,1.4472,0.99056,3.3119,3.343462284,196.78,12.07,0.018215,0.028363
72,5312.3,767.39,0.0013031,213.83,220.75,0.89955,0.93688,3.4559,378.63,1.2728,0.065378,0.078361,0.0017262,,,72,5312.3,170.57,0.0058625,350.17,381.31,1.4431,0.99444,3.4156,3.434696915,196.3,11.987,0.018329,0.028831
73,5378.9,762.73,0.0013111,215.34,222.39,0.90481,0.93847,3.5328,373.28,1.3191,0.064666,0.077832,0.001645,,,73,5378.9,173.97,0.0057481,349.56,380.48,1.439,0.99842,3.5276,3.533182428,195.82,11.902,0.018447,0.029324
74,5446.1,757.96,0.0013193,216.87,224.05,0.91012,0.94016,3.6163,367.85,1.3678,0.063946,0.077309,0.0015643,,,74,5446.1,177.48,0.0056344,348.93,379.61,1.4348,1.0025,3.6491,3.64,195.32,11.816,0.018568,0.029845
75,5514,753.08,0.0013279,218.42,225.74,0.9155,0.94196,3.707,362.35,1.4191,0.063219,0.076793,0.0014844,,,75,5514,181.11,0.0055215,348.26,378.71,1.4305,1.0067,3.7813,3.756133903,194.82,11.727,0.018694,0.030398
76,5582.5,748.07,0.0013368,219.99,227.45,0.92096,0.94387,3.8061,356.77,1.4732,0.062484,0.076286,0.0014052,,,76,5582.5,184.87,0.0054093,347.56,377.76,1.426,1.011,3.9258,3.883086053,194.32,11.636,0.018825,0.030984
77,5651.8,742.93,0.001346,221.59,229.2,0.9265,0.94591,3.9147,351.11,1.5305,0.061739,0.075788,0.0013268,,,77,5651.8,188.77,0.0052976,346.83,376.77,1.4215,1.0154,4.0843,4.022355722,193.8,11.543,0.01896,0.031608
78,5721.7,737.65,0.0013557,223.21,230.97,0.93213,0.94809,4.0345,345.36,1.5911,0.060985,0.075301,0.0012491,,,78,5721.7,192.81,0.0051864,346.06,375.74,1.4168,1.0199,4.259,4.175899598,193.28,11.447,0.019101,0.032274
79,5792.4,732.21,0.0013657,224.87,232.78,0.93785,0.95043,4.1671,339.51,1.6555,0.060219,0.074828,0.0011723,,,79,5792.4,197.03,0.0050755,345.25,374.65,1.4119,1.0245,4.4525,4.34602245,192.74,11.347,0.019248,0.032988
80,5863.7,726.59,0.0013763,226.55,234.62,0.94368,0.95293,4.3148,333.55,1.7239,0.059441,0.07437,0.0010963,,,80,5863.7,201.42,0.0049649,344.4,373.51,1.4069,1.0294,4.6681,4.53477754,192.2,11.245,0.019402,0.033755
81,5935.8,720.79,0.0013874,228.27,236.51,0.94963,0.95562,4.4805,327.49,1.797,0.058649,0.073933,0.0010212,,,81,5935.8,206,0.0048544,343.49,372.31,1.4017,1.0343,4.9099,4.747075317,191.65,11.138,0.019562,0.034583
82,6008.6,714.78,0.001399,230.03,238.43,0.95571,0.95853,4.6676,321.31,1.875,0.057841,0.073521,0.00094697,,,82,6008.6,210.8,0.0047438,342.53,371.04,1.3964,1.0395,5.183,4.986050986,191.1,11.027,0.019732,0.035481
83,6082.2,708.54,0.0014114,231.83,240.41,0.96193,0.96167,4.8808,315,1.9588,0.057016,0.073138,0.00087374,,,83,6082.2,215.84,0.0046331,341.52,369.7,1.3908,1.0448,5.4937,5.258135528,190.53,10.912,0.01991,0.036458
84,6156.5,702.04,0.0014244,233.68,242.45,0.96832,0.96508,5.126,308.56,2.0489,0.056171,0.072794,0.00080155,,,84,6156.5,221.15,0.0045219,340.43,368.27,1.3849,1.0504,5.8507,5.569973343,189.95,10.79,0.020099,0.037529
