,,,,,1.10,,,,,,1.15,,,,,,1.20,,,,,,1.25,,,,,,1.30,,,,,,1.35,,,,,,1.40,,,,,,1.45,,,,,,1.50
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma,A/A*,p/p0,T/T0,r/r0,c/c0,Ma
1.004552876,0.5420857123,0.9458545559,0.5731174089,0.9725505416,1.07,1.004437408,0.5317542045,0.9209226724,0.5774146086,0.9596471604,1.07,1.004327656,0.5218467028,0.8972713977,0.5815929318,0.9472441067,1.07,1.004223207,0.512336304,0.8748045359,0.5856580333,0.9353098609,1.07,1.004123684,0.5031984045,0.8534352904,0.5896151825,0.9238156149,1.07,1.004028747,0.4944104549,0.8330851434,0.5934692976,0.9127349798,1.07,1.003938086,0.4859517452,0.8136828915,0.5972249758,0.9020437304,1.07,1.003851418,0.4778032177,0.7951638137,0.6008865211,0.8917195824,1.07,1.003768485,0.4699473016,0.7774689498,0.604457968,0.8817419973,1.07
1.005928564,0.536059457,0.9448937939,0.5673224445,0.9720564767,1.08,1.005776336,0.5257390039,0.9195571413,0.5717306519,0.9589354208,1.08,1.005631738,0.5158470059,0.8955437742,0.5760154006,0.9463317464,1.08,1.00549421,0.5063559417,0.8727526619,0.580182638,0.9342123216,1.08,1.005363245,0.4972406726,0.8510928032,0.5842379007,0.9225469111,1.08,1.005238383,0.4884781848,0.8304820118,0.5881863519,0.9113078578,1.08,1.005119207,0.4800473645,0.8108458744,0.5920328137,0.9004698076,1.08,1.005005338,0.471928802,0.7921168531,0.5957817968,0.890009468,1.08,1.004896429,0.4641046192,0.7742335088,0.5994375262,0.8799053977,1.08
1.00748144,0.5300511713,0.9439260717,0.5615388611,0.9715585786,1.09,1.007286951,0.5197457253,0.9181830076,0.5660589675,0.9582186638,1.09,1.00710233,0.5098729394,0.8938068126,0.5704509433,0.945413567,1.09,1.006926845,0.5004046868,0.8706914378,0.5747210379,0.9331084813,1.09,1.006759832,0.4913153063,0.8487415285,0.5788750636,0.9212716909,1.09,1.006600691,0.4825813316,0.8278711087,0.5829184356,0.9098742269,1.09,1.00644888,0.474181257,0.8080024563,0.5868562073,0.8988895685,1.09,1.006303901,0.4660953323,0.7890651354,0.5906931018,0.8882933836,1.09,1.006165304,0.4583053833,0.770995162,0.5944335398,0.8780633018,1.09
1.009210452,0.5240619139,0.942951438,0.5557676597,0.9710568665,1.1,1.00896804,0.5137753936,0.9168003667,0.5604005105,0.9574969278,1.1,1.00873808,0.5039254873,0.8920606601,0.5649004712,0.9444896294,1.1,1.008519636,0.4944834765,0.8686210641,0.5692741024,0.9319984249,1.1,1.008311862,0.485423191,0.8463817182,0.5735275001,0.9199900642,1.1,1.008113995,0.4767207255,0.8252527336,0.5776663391,0.9084342209,1.1,1.007925341,0.468354195,0.8051529791,0.5816959102,0.8973031701,1.1,1.007745271,0.4603035211,0.7860090391,0.5856211547,0.8865715082,1.1,1.007573211,0.4525502447,0.7677543186,0.5894466938,0.8762159087,1.1
1.011114671,0.5180927219,0.9419699417,0.5500098241,0.9705513597,1.11,1.010818508,0.5078290091,0.9154093138,0.5547562183,0.9567702513,1.11,1.010537746,0.4980056063,0.8903054638,0.5593648771,0.9435599948,1.11,1.010271214,0.4885932186,0.8665417402,0.5638426816,0.9308822376,1.11,1.010017855,0.4795651811,0.8440136224,0.56819602,0.9187021402,1.11,1.009776713,0.470897164,0.8226271833,0.5724308333,0.9069879731,1.11,1.009546925,0.4625669167,0.8022977808,0.5765526563,0.8957107685,1.11,1.009327706,0.4545540451,0.782948938,0.5805666538,0.884844019,1.11,1.009118342,0.4468398178,0.7645113817,0.5844776527,0.8743634151,1.11
1.013193286,0.5121446106,0.940981632,0.5442663206,0.9700420775,1.12,1.012837371,0.5019075478,0.9140099444,0.5491270099,0.9560386731,1.12,1.012500195,0.4921142265,0.8885413705,0.553845035,0.9426247241,1.12,1.012180313,0.4827347915,0.8644536653,0.5584276068,0.9297600041,1.12,1.011876426,0.4737420998,0.8416374899,0.5628814132,0.917408028,1.12,1.011587361,0.465111412,0.819994752,0.5672126691,0.9055356161,1.12,1.011312058,0.4568201261,0.7994371962,0.5714271594,0.8941125188,1.12,1.011049555,0.4488475463,0.7798852009,0.5755302777,0.883111092,1.12,1.010798978,0.4411746813,0.7612667479,0.5795270614,0.8725060159,1.12
1.015445601,0.5062185734,0.9399865582,0.5385380982,0.9695290394,1.13,1.015023754,0.496011961,0.9126023541,0.5435137865,0.9553022318,1.13,1.014624393,0.4862522506,0.8867685268,0.5483418004,0.9416838784,1.13,1.014245763,0.4769090448,0.8623570374,0.5530296898,0.9286318094,1.13,1.013886288,0.4679547396,0.8392535679,0.5575844506,0.9161078364,1.13,1.013544547,0.459364202,0.8173557316,0.5620125782,0.9040772819,1.13,1.013219256,0.4511144941,0.796571556,0.5663201136,0.8925085748,1.13,1.012909253,0.4431846322,0.7768181915,0.5705126851,0.8813729015,1.13,1.012613484,0.435555379,0.7580208077,0.5745955449,0.8706439041,1.13
1.01787103,0.5003155818,0.9389847697,0.5328260883,0.969012265,1.14,1.017376885,0.4901431755,0.9111866384,0.5379174308,0.9545609663,1.14,1.016909408,0.4804205546,0.8849870792,0.5428560099,0.9407375188,1.14,1.01646649,0.4711167994,0.8602520539,0.5476497234,0.9274977379,1.14,1.016046242,0.4622038624,0.8368621019,0.5523058833,0.9148016735,1.14,1.015646963,0.4536562347,0.8147104112,0.5568312722,0.9026131016,1.14,1.015267118,0.4454506583,0.7937011874,0.5612321933,0.8908990893,1.14,1.014905318,0.4375658767,0.7737482687,0.5655145148,0.8796296202,1.14,1.014560305,0.4299824201,0.7547739452,0.5696837084,0.8687772702,1.14
1.020469097,0.4944365853,0.9379763161,0.5271312045,0.9684917739,1.15,1.019896096,0.4843020933,0.909762893,0.5323388072,0.9538149155,1.15,1.019354402,0.4746199878,0.8831971738,0.5373884812,0.9397857063,1.15,1.018841511,0.465358847,0.8581389112,0.5422884814,0.9263578743,1.15,1.018355179,0.4564901999,0.8344633358,0.5470464433,0.9134896473,1.15,1.017893389,0.4479881793,0.8120590773,0.5516694436,0.9011432058,1.15,1.017454326,0.4398292239,0.7908264136,0.5561640536,0.8892842142,1.15,1.017036347,0.4319918203,0.7706757863,0.5605363863,0.8778814193,1.15,1.016637966,0.4244562801,0.7515265383,0.5647921377,0.8669063031,1.15
1.023239431,0.4885825111,0.9369612473,0.5214543424,0.9679675859,1.16,1.022580816,0.4784895919,0.9083312139,0.5267787615,0.9530641185,1.16,1.021958633,0.4688513726,0.8813989564,0.5319400133,0.9388285021,1.16,1.021369931,0.4596359513,0.8560178052,0.5369467183,0.9252123028,1.16,1.020812072,0.4508144537,0.8320575118,0.541806843,0.9121718653,1.16,1.020282686,0.4423606737,0.8094020138,0.5465277652,0.8996677241,1.16,1.01977964,0.4342507641,0.7879475542,0.5511163298,0.8876640999,1.16,1.019301013,0.4264629707,0.7676010931,0.5555788997,0.8761284684,1.16,1.018845064,0.4189774017,0.7482789584,0.5599213996,0.8650311893,1.16
1.026181767,0.4827542642,0.9359396132,0.5157963798,0.9674397207,1.17,1.025430571,0.4727065243,0.9068916967,0.5212381213,0.9523086142,1.17,1.024721446,0.4631155048,0.8795925727,0.5265113863,0.9378659674,1.17,1.024050942,0.4539488472,0.8538889304,0.5316251693,0.9240611075,1.17,1.023415977,0.4451772958,0.8296448705,0.5365877758,0.9108484344,1.17,1.02281379,0.4367743252,0.8067395018,0.5414068906,0.8981867856,1.17,1.022241898,0.4287158207,0.7850649249,0.5460896381,0.8860388958,1.17,1.021698064,0.4209798038,0.7645245326,0.5506426358,0.8743709354,1.17,1.021180269,0.4135461948,0.7450315707,0.5550720414,0.8631521133,1.17
1.029295937,0.4769527272,0.9349114639,0.5101581761,0.9669081983,1.18,1.028444981,0.4669537186,0.9054444374,0.5157176954,0.951548442,1.18,1.027642276,0.4574131536,0.8777781679,0.5211033611,0.936898163,1.18,1.026883817,0.4482982418,0.8517524807,0.5263245508,0.9229043725,1.18,1.026166029,0.4395793688,0.8272256506,0.5313899158,0.9095194614,1.18,1.025485715,0.4312297106,0.8040718197,0.5363074542,0.8967005184,1.18,1.024840005,0.4232249041,0.7821788374,0.5410845754,0.8844087502,1.18,1.024226317,0.4155427639,0.7614464437,0.5457281564,0.8726089867,1.18,1.023642319,0.4081630381,0.7417847341,0.5502445917,0.8612692576,1.18
1.032581875,0.4711787607,0.9338768497,0.5045405728,0.9663730386,1.19,1.031623757,0.4612319785,0.9039895318,0.5102182739,0.9507836409,1.19,1.030720643,0.4517450619,0.8759558869,0.5157166801,0.9359251502,1.19,1.029867909,0.4426848143,0.849608649,0.52104556,0.9217421814,1.19,1.029061437,0.4340212863,0.8248000891,0.5262139179,0.9081850522,1.19,1.028297547,0.4257273771,0.8013992431,0.5312300713,0.8952090499,1.19,1.027572942,0.4177784946,0.7792895996,0.5361017198,0.88277381,1.19,1.026884656,0.4101522645,0.7583671597,0.5408360044,0.870842787,1.19,1.026230017,0.4028282791,0.738538801,0.5454395606,0.8593828024,1.19
1.036039611,0.4654332023,0.9328358209,0.4989443929,0.9658342616,1.2,1.034966699,0.4555420834,0.9025270758,0.5047406284,0.9500142503,1.2,1.033956148,0.4461119463,0.8741258741,0.5103520666,0.93494699,1.2,1.03300265,0.4371092162,0.8474576271,0.5157888752,0.9205746179,1.2,1.032101486,0.4285036332,0.8223684211,0.521060418,0.9068453126,1.2,1.031248443,0.4202678421,0.7987220447,0.5261753383,0.8937125068,1.2,1.030439753,0.4123770423,0.7763975155,0.5311416305,0.8811342211,1.2,1.029672032,0.404808689,0.7552870091,0.5359667042,0.8690724993,1.2,1.028942231,0.3975422349,0.7352941176,0.5406574394,0.8574929257,1.2
1.039669268,0.4597168678,0.9317884281,0.4933704411,0.9652918875,1.21,1.038473694,0.4498847879,0.9010571653,0.4992855117,0.9492403096,1.21,1.037348475,0.4405144975,0.8722882738,0.5050102251,0.9339637433,1.21,1.036287547,0.4315720717,0.8452996059,0.5105551555,0.9194017652,1.21,1.03528553,0.4230269661,0.8199308798,0.5159300332,0.9055003478,1.21,1.034337626,0.4148515942,0.7960404946,0.5211438325,0.8922110146,1.21,1.033439549,0.407020968,0.7735028852,0.5262048479,0.879490128,1.21,1.032587455,0.3995123909,0.7522063151,0.5311207614,0.867298285,1.21,1.031777887,0.3923051933,0.732051024,0.5358987017,0.8555998036,1.21
1.043471066,0.4540305502,0.930734722,0.4878195037,0.9647459365,1.22,1.042144714,0.4442608225,0.8995798962,0.4938536581,0.9484618581,1.22,1.040897383,0.4349533801,0.8704432297,0.4996918412,0.9329754711,1.22,1.03972218,0.4260739778,0.8431347751,0.5053450414,0.9182237065,1.22,1.038612993,0.4175918134,0.8174876968,0.5108233617,0.9041502623,1.22,1.037564385,0.4094790934,0.7933548597,0.5161361129,0.8907046984,1.22,1.036571503,0.4017106637,0.7706060046,0.521291894,0.877841674,1.22,1.03563,0.394263695,0.7491253961,0.5262986638,0.8655203037,1.22,1.034735973,0.3871174131,0.7288098535,0.5311638026,0.8537036099,1.22
1.047445313,0.4483750202,0.9296747533,0.4822923486,0.9641964288,1.23,1.045979813,0.4386708934,0.8980953643,0.488445783,0.9476789352,1.23,1.044602711,0.4294292331,0.868590885,0.4943975818,0.9319822343,1.23,1.043306198,0.4206155048,0.8409633235,0.5001591545,0.9170405245,1.23,1.042083365,0.4121986764,0.8150391015,0.505740983,0.9027951603,1.23,1.040928072,0.4041507717,0.7906654042,0.5111527197,0.8891936821,1.23,1.039834847,0.3964464928,0.7677071658,0.5164032726,0.8761890012,1.23,1.038798796,0.3890628978,0.746044565,0.5215008808,0.8637387134,1.23,1.037815529,0.3819791251,0.7255709336,0.5264531797,0.8518045161,1.23
1.05159241,0.442751026,0.9286085729,0.4767897249,0.9636433847,1.24,1.049979129,0.4331156828,0.8966036653,0.4830625833,0.9468915805,1.24,1.048464371,0.42394267,0.8667313826,0.489128095,0.9309840936,1.24,1.047039323,0.4151971966,0.8387854387,0.4949980978,0.9158523018,1.24,1.045696202,0.4068480288,0.8125853215,0.5006834582,0.9014351455,1.24,1.044428101,0.3988670335,0.7879723894,0.5061941748,0.8876780889,1.24,1.043228873,0.3912287913,0.7648066569,0.5115394692,0.8745322503,1.24,1.04209303,0.3839102679,0.7429641297,0.5167278642,0.8619536703,1.24,1.041015651,0.3768905325,0.7223345854,0.5217672532,0.8499026917,1.24
1.055912844,0.4371592938,0.9275362319,0.4713123636,0.9630868247,1.25,1.054142879,0.4275958485,0.8951048951,0.477704737,0.9460998336,1.25,1.052482347,0.4184942791,0.8648648649,0.4838840103,0.92998111,1.25,1.050921341,0.4098195708,0.8366013072,0.4898624557,0.9146591208,1.25,1.04945112,0.4015403178,0.8101265823,0.4956513297,0.9000703207,1.25,1.048063943,0.3936282559,0.7852760736,0.5012609821,0.886158041,1.25,1.04675293,0.3860578678,0.7619047619,0.5067009515,0.8728715609,1.25,1.045511942,0.3788060471,0.7398843931,0.511980048,0.8601653289,1.25,1.044335488,0.3718518119,0.7191011236,0.517106426,0.847998304,1.25
1.060407193,0.4316005271,0.9264577813,0.4658609769,0.9625267691,1.26,1.058471357,0.422112025,0.8935991493,0.4723729038,0.9453037339,1.26,1.056656696,0.4130846237,0.8629914736,0.4786659385,0.9289733439,1.26,1.054952104,0.4044831191,0.8344111144,0.4847527941,0.9134610634,1.26,1.053347799,0.3962759639,0.8076631076,0.490645122,0.8987007887,1.26,1.051835129,0.3884347897,0.7825767121,0.4963536274,0.8846336598,1.26,1.050406417,0.3809340044,0.7590017609,0.5018881695,0.8712070712,1.26,1.049054824,0.3737504506,0.7368056528,0.507257849,0.8583738421,1.26,1.047774237,0.3668631139,0.7158708569,0.5124710838,0.846091518,1.26
1.065076118,0.4260754073,0.9253732724,0.4604362585,0.9619632386,1.27,1.062964935,0.4166648226,0.8920865235,0.4670677246,0.944503321,1.27,1.060987544,0.407714242,0.8611113503,0.4734744721,0.927960856,1.27,1.05913153,0.3991883079,0.8322150444,0.4796696606,0.9122582115,1.27,1.057385975,0.3910553621,0.8051951189,0.4856653412,0.8973266512,1.27,1.055741243,0.3832869595,0.7798745572,0.4914725785,0.8831050658,1.27,1.054188791,0.3758574573,0.7560979298,0.4971015558,0.8695389179,1.27,1.052721019,0.368743668,0.7337282014,0.502561667,0.8565793608,1.27,1.051331145,0.3619245636,0.7126440877,0.5078615958,0.8441824967,1.27
1.069920369,0.4205845936,0.9242827566,0.4550388835,0.9613962537,1.28,1.067624062,0.4112548284,0.8905671131,0.4617898217,0.9436986347,1.28,1.065475085,0.4023836481,0.8592246357,0.468310185,0.9269437069,1.28,1.063459595,0.3939355781,0.8300132802,0.4746135845,0.9110506463,1.28,1.061565445,0.3858788816,0.8027228359,0.4807124756,0.8959480096,1.28,1.059781924,0.3781850642,0.7771698582,0.4866182858,0.8815723783,1.28,1.058099555,0.3708284569,0.7531935406,0.4923415257,0.8678672367,1.28,1.056509917,0.3637858638,0.7306523264,0.4978918847,0.8547820344,1.28,1.055005504,0.3570362618,0.7094211124,0.5032783147,0.8422714007,1.28
1.074940777,0.4151287233,0.9231862851,0.4496695087,0.960825835,1.29,1.072449261,0.4058826059,0.8890410137,0.4565397992,0.9428897145,1.29,1.070119579,0.3970933316,0.8573314701,0.4631736329,0.9259219568,1.29,1.067936341,0.3887253462,0.8278060037,0.4695850772,0.9098384492,1.29,1.06588606,0.3807468666,0.8002464759,0.4757869957,0.8945649646,1.29,1.063956864,0.3731293777,0.7744628616,0.4817911823,0.8800357161,1.29,1.062138264,0.3658472091,0.7502888612,0.4876084773,0.8661921618,1.29,1.060420955,0.358877178,0.7275783102,0.4932488682,0.8529820105,1.29,1.058796652,0.3521982853,0.706202221,0.498721577,0.8403583884,1.29
1.080138259,0.4097084113,0.9220839096,0.4443287721,0.9602520032,1.3,1.077441127,0.4005486955,0.8875083204,0.4513182426,0.9420766001,1.3,1.074921355,0.3918437581,0.8554319932,0.4580653532,0.9248956661,1.3,1.072561866,0.3835580038,0.8255933953,0.4645846321,0.9086217008,1.3,1.070347724,0.3756596366,0.7977662545,0.4708893545,0.8931776164,1.3,1.068265802,0.3681201494,0.7717538105,0.4769916836,0.8784951966,1.3,1.066304519,0.3609138954,0.7473841555,0.4829027921,0.8645138261,1.3,1.064453616,0.3540177268,0.72450643,0.4886329674,0.8511794347,1.3,1.06270397,0.3474106876,0.7029876977,0.4941917031,0.8384436163,1.3
1.085513814,0.4043242511,0.9209756816,0.4390172935,0.9596747791,1.31,1.082600329,0.3952536146,0.8859691284,0.4461257192,0.9412593311,1.31,1.079880801,0.3866353696,0.8535263441,0.4529858653,0.9238648949,1.31,1.077336326,0.3784339187,0.8233756343,0.4596127247,0.9074004817,1.31,1.074950397,0.370617487,0.7952823849,0.4660199875,0.8917860645,1.31,1.07270853,0.3631576046,0.7690429453,0.4722201885,0.8769509366,1.31,1.070597969,0.3560286735,0.7444796831,0.4782248349,0.862832361,1.31,1.068607426,0.3492076031,0.7214369581,0.4840445159,0.8493744511,1.31,1.066726879,0.3426734998,0.6997778205,0.4896889981,0.8365272384,1.31
1.091068526,0.398976814,0.9198616528,0.4337356741,0.9590941835,1.32,1.087927609,0.3899978578,0.8844235327,0.4409627779,0.9404379473,1.32,1.084998374,0.3814685845,0.8516146614,0.4479356707,0.9228297034,1.32,1.082259936,0.373353435,0.8211528987,0.4546698132,0.906174872,1.32,1.079694088,0.3656206895,0.7927950783,0.4611793129,0.8903904078,1.32,1.077284887,0.358241945,0.766330503,0.4674770789,0.8754030518,1.32,1.075018305,0.3511916783,0.7415757,0.4735749543,0.8611478967,1.32,1.072881953,0.3444468776,0.7183701618,0.4794838315,0.8475672019,1.32,1.070864842,0.3379867313,0.6965728615,0.4852137514,0.8346094066,1.32
1.096803556,0.39366665,0.9187418749,0.4284844968,0.9585102372,1.33,1.093423778,0.3847818973,0.8828716283,0.4358299497,0.9396124883,1.33,1.09027459,0.3763437984,0.849697083,0.4429152529,0.9217901513,1.33,1.087332964,0.3683168734,0.8189253652,0.449756338,0.9049449515,1.33,1.08457886,0.3606694924,0.7903045439,0.4563677322,0.8889907445,1.33,1.081994757,0.3533733495,0.7636167179,0.4627627202,0.8738516567,1.33,1.079565264,0.3464030217,0.7386724579,0.4689534827,0.8594605621,1.33,1.077276806,0.3397355988,0.7153063031,0.4749512165,0.8457578277,1.33,1.075117362,0.33335037,0.6933730867,0.4807662374,0.8326902706,1.33
1.102720152,0.3883942873,0.9176163996,0.4232643264,0.9579229612,1.34,1.099089716,0.3796061828,0.8813135097,0.4307277474,0.9387829939,1.34,1.095710026,0.3712613839,0.8477737461,0.437925078,0.9207462985,1.34,1.092555734,0.3633245315,0.8166932092,0.4448727226,0.9037107995,1.34,1.089604822,0.3557641214,0.7878109884,0.4515856298,0.8875871723,1.34,1.08683807,0.3485519745,0.7609018208,0.4580774614,0.8722968651,1.34,1.084238622,0.3416627942,0.7357702042,0.4643607368,0.8577704846,1.34,1.081791634,0.3350737941,0.7122456393,0.4704469577,0.8439464671,1.34,1.079483976,0.3287643838,0.6901787563,0.4763467156,0.830769978,1.34
1.108819639,0.3831602328,0.916485279,0.418075709,0.9573323764,1.35,1.104926376,0.3744711418,0.8797492715,0.425656666,0.9379495037,1.35,1.101305322,0.3662216912,0.8458447875,0.4329655944,0.9196982046,1.35,1.097928624,0.3583766847,0.8144566047,0.4400193732,0.9024724953,1.35,1.094772132,0.3509047795,0.7853146167,0.4468333736,0.886179788,1.35,1.091814799,0.3437779543,0.7581860399,0.4534216356,0.8707387897,1.35,1.089038199,0.3369710646,0.7328691829,0.4597970176,0.8560777902,1.35,1.086426124,0.3304614703,0.7091884225,0.4659713269,0.842133257,1.35,1.083964262,0.3242287204,0.6869901245,0.4719554312,0.8288486741,1.35
1.115103425,0.3779649725,0.9153485647,0.4129191731,0.9567385038,1.36,1.110934776,0.3693771802,0.878179008,0.4206171827,0.9371120573,1.36,1.107061175,0.3612250483,0.843910343,0.4280372332,0.9186459291,1.36,1.103452064,0.353473586,0.8122157245,0.4351966791,0.9012301174,1.36,1.100080996,0.3460916483,0.7828156313,0.4421113152,0.884768688,1.36,1.096924963,0.339051402,0.7554695999,0.4487955597,0.8691775422,1.36,1.093963852,0.332327881,0.7299696333,0.4552626108,0.8543826036,1.36,1.09118,0.325898614,0.7061349,0.4615245812,0.8403183325,1.36,1.088557828,0.3197433088,0.6838074398,0.4675926148,0.8269265021,1.36
1.121572999,0.372808971,0.9142063089,0.4077952289,0.9561413645,1.37,1.117116006,0.3643246822,0.8766028135,0.4156097569,0.9362706945,1.37,1.112978343,0.3562717614,0.8419705479,0.4231404082,0.9175895313,1.37,1.109126535,0.3486154669,0.8099707398,0.4304050131,0.8999837442,1.37,1.105531665,0.3413248877,0.7803142325,0.4374197899,0.8833539679,1.37,1.10216862,0.3343724096,0.7527527226,0.4441995354,0.8676132333,1.37,1.099015479,0.3277332715,0.7270717911,0.450757787,0.852685048,1.37,1.096053021,0.3213851927,0.7030853141,0.457106963,0.8385018271,1.37,1.093264319,0.3153080591,0.6806309449,0.4632584831,0.825003603,1.37
1.128229927,0.3676926722,0.9130585636,0.4027043684,0.9555409795,1.38,1.12347122,0.3593140107,0.8750207817,0.4106348308,0.9354254549,1.38,1.11905764,0.3513621152,0.8400255368,0.4182755164,0.9165290703,1.38,1.11495257,0.3438025373,0.8077218206,0.4256447313,0.8987334536,1.38,1.111124436,0.3366046366,0.7778106187,0.4327591171,0.8819357225,1.38,1.107545868,0.3297410491,0.7500356267,0.4396338485,0.8660459726,1.38,1.104193011,0.3231872444,0.7241758878,0.446282802,0.8509852454,1.38,1.101044982,0.316921155,0.7000399023,0.4527187006,0.8366838724,1.38,1.098083414,0.3109228639,0.6774608766,0.4589532394,0.8230801156,1.38
